Date,Open,High,Low,Close
2/15/2022,41.82,42.220001,41.630001,42.09
2/16/2022,41.959999,42.439999,41.77,42.389999
2/17/2022,41.689999,42.009998,41.299999,41.360001
2/18/2022,41.290001,42.09,41.259998,41.700001
2/22/2022,41.349998,41.880001,40.740002,41.119999
2/23/2022,41.139999,41.369999,40.139999,40.23
2/24/2022,39.259998,40.630001,38.799999,40.509998
2/25/2022,40.34,41.200001,40.040001,41.099998
2/28/2022,40.389999,40.860001,39.990002,40.400002
3/1/2022,40.130001,40.349998,38.200001,38.57
3/2/2022,38.93,40.060001,38.689999,39.830002
3/3/2022,39.75,40.049999,39.330002,39.639999
3/4/2022,39.029999,39.349998,38.599998,38.849998
3/7/2022,38.82,38.82,37.27,37.290001
3/8/2022,37.290001,38.009998,36.290001,36.970001
3/9/2022,38.09,38.16,37.59,37.630001
3/10/2022,36.990002,37.169998,36.529999,37.009998
3/11/2022,37.369999,37.509998,36.380001,36.439999
3/14/2022,36.950001,37.139999,35.779999,36.209999
3/15/2022,36.509998,36.860001,36.200001,36.59
3/16/2022,36.860001,37.93,36.52,37.310001
3/17/2022,37.09,37.709999,36.73,37.700001
3/18/2022,37.77,38.060001,37.259998,38.02
3/21/2022,38.029999,38.389999,37.560001,37.799999
3/22/2022,38.099998,38.439999,37.869999,38.34
3/23/2022,38.200001,38.450001,37.459999,37.549999
3/24/2022,37.759998,38.52,37.580002,38.349998
3/25/2022,38.5,38.709999,38.169998,38.369999
3/28/2022,38.25,38.259998,37.450001,37.950001
3/29/2022,38.349998,38.52,38.110001,38.32
3/30/2022,38.16,38.279999,37.259998,37.580002
3/31/2022,37.32,37.459999,36.900002,36.91
4/1/2022,37.27,37.27,35.919998,36.360001
4/4/2022,36.34,36.669998,36.02,36.59
4/5/2022,36.330002,36.450001,35.529999,35.669998
4/6/2022,35.220001,35.290001,34.68,34.919998
4/7/2022,34.560001,34.689999,33.75,34.41
4/8/2022,34.419998,34.52,33.950001,34.09
4/11/2022,33.970001,34.32,33.580002,33.669998
4/12/2022,33.849998,34.189999,33.52,33.549999
4/13/2022,33.52,33.900002,33.52,33.869999
4/14/2022,33.939999,34.060001,33.610001,33.689999
4/18/2022,33.73,34.119999,33.560001,33.869999
4/19/2022,33.990002,34.77,33.950001,34.709999
4/20/2022,35,35.299999,34.599998,34.669998
4/21/2022,35.200001,35.389999,34.5,34.639999
4/22/2022,34.48,34.599998,33.689999,33.799999
4/25/2022,33.580002,34.450001,33.209999,34.419998
4/26/2022,36.200001,36.75,35.23,35.5
4/27/2022,35.580002,36.27,34.849998,36.07
4/28/2022,36.5,36.700001,35.720001,36.400002
4/29/2022,36.130001,36.669998,35.110001,35.189999
5/2/2022,35.189999,35.990002,35,35.959999
5/3/2022,36.040001,36.43,35.82,36.130001
5/4/2022,36.259998,37.310001,35.970001,37.27
5/5/2022,36.779999,36.919998,35.959999,36.529999
5/6/2022,36.389999,37.02,35.84,36.860001
5/9/2022,36.259998,36.720001,35.610001,35.759998
5/10/2022,36.23,36.41,35.310001,36
5/11/2022,35.549999,36.07,34.830002,34.880001
5/12/2022,34.709999,35.240002,34.490002,35.209999
5/13/2022,35.5,35.73,35.040001,35.540001
5/16/2022,35.330002,35.529999,34.59,35.200001
5/17/2022,35.75,36.330002,35.669998,36.290001
5/18/2022,35.830002,35.830002,33.82,34.060001
5/19/2022,33.73,34.150002,33.200001,33.52
5/20/2022,34.02,34.049999,32.240002,33.130001
5/23/2022,32.889999,34.009998,32.880001,33.759998
5/24/2022,33.599998,33.720001,32.48,33.27
5/25/2022,33.009998,33.84,32.939999,33.700001
5/26/2022,34.080002,35.310001,34.040001,35.220001
5/27/2022,35.290001,35.689999,35.009998,35.650002
5/31/2022,35.450001,36.240002,35.009998,35.82
6/1/2022,35.990002,36.16,35.23,35.439999
6/2/2022,35.5,36.529999,35.25,36.509998
6/3/2022,36.139999,36.369999,35.650002,35.84
6/6/2022,36.209999,36.529999,35.73,35.889999
6/7/2022,35.419998,35.880001,35.02,35.84
6/8/2022,35.689999,35.849998,35.43,35.82
6/9/2022,35.41,35.41,34.23,34.259998
6/10/2022,33.790001,33.82,33.080002,33.279999
6/13/2022,32.41,32.610001,31.58,31.940001
6/14/2022,32.080002,32.650002,31.870001,32.099998
6/15/2022,32.400002,33.09,32.060001,32.740002
6/16/2022,31.76,31.92,30.959999,31.370001
6/17/2022,31.469999,32.369999,31.02,31.879999
6/21/2022,32.490002,32.66,31.940001,32.119999
6/22/2022,31.75,32.18,31.540001,31.549999
6/23/2022,31.639999,31.719999,31.24,31.610001
6/24/2022,31.969999,32.799999,31.9,32.759998
6/27/2022,33.009998,33.759998,32.529999,33.290001
6/28/2022,33.470001,33.779999,32.470001,32.5
6/29/2022,32.580002,32.75,31.969999,32.380001
6/30/2022,31.82,32,31.27,31.51
7/1/2022,31.370001,31.940001,30.700001,31.91
7/5/2022,30.950001,31.68,30.629999,31.65
7/6/2022,31.690001,32.189999,31.51,31.91
7/7/2022,32.16,32.84,32.139999,32.66
7/8/2022,32.619999,32.82,32.220001,32.610001
7/11/2022,32.330002,32.639999,32.16,32.450001
7/12/2022,32.419998,33.099998,32.200001,32.360001
7/13/2022,31.76,32.419998,31.700001,32.240002
7/14/2022,31.77,32.049999,31.34,31.99
7/15/2022,32.48,33.290001,32.240002,33.200001
7/18/2022,33.41,33.759998,32.639999,32.77
7/19/2022,33.23,34.240002,33.18,34.189999
7/20/2022,34.060001,34.470001,33.970001,34.419998
7/21/2022,34.330002,34.849998,34.25,34.849998
7/22/2022,34.84,34.919998,34.040001,34.369999
7/25/2022,34.5,34.900002,34.060001,34.490002
7/26/2022,33.610001,35.02,33.279999,34.939999
7/27/2022,35.009998,36.509998,34.799999,35.950001
7/28/2022,36.040001,36.689999,35.959999,36.290001
7/29/2022,36.349998,36.93,36.150002,36.759998
8/1/2022,36.330002,36.880001,36.23,36.389999
8/2/2022,36.25,36.529999,36.009998,36.110001
8/3/2022,36.299999,36.639999,36.099998,36.5
8/4/2022,36.540001,36.59,36.23,36.490002
8/5/2022,36.09,36.279999,35.689999,35.799999
8/8/2022,36.040001,36.279999,35.82,35.900002
8/9/2022,35.75,35.91,35.290001,35.380001
8/10/2022,36.099998,36.849998,36.099998,36.799999
8/11/2022,37,37.709999,37,37.139999
8/12/2022,37.349998,37.560001,37.240002,37.540001
8/15/2022,37.299999,37.73,37.119999,37.18
8/16/2022,36.990002,37.669998,36.91,37.380001
8/17/2022,36.93,36.959999,35.740002,36.380001
8/18/2022,36.490002,36.990002,36.349998,36.860001
8/19/2022,36.560001,36.59,36,36.189999
8/22/2022,35.630001,35.73,35.049999,35.139999
8/23/2022,35.029999,35.439999,34.959999,35.040001
8/24/2022,34.950001,35.189999,34.619999,34.98
8/25/2022,35.25,35.869999,35.18,35.849998
8/26/2022,35.82,35.900002,34.57,34.639999
8/29/2022,34.290001,34.740002,34.169998,34.360001
8/30/2022,34.369999,34.73,34.23,34.52
8/31/2022,34.669998,34.889999,34.32,34.32
9/1/2022,34.150002,34.209999,33.349998,33.869999
9/2/2022,34.310001,34.5,32.91,33.150002
9/6/2022,33.259998,33.310001,32.689999,32.790001
9/7/2022,32.950001,33.48,32.830002,32.990002
9/8/2022,32.759998,33.380001,32.25,33.110001
9/9/2022,33.5,33.75,33.139999,33.639999
9/12/2022,33.939999,34.34,33.860001,34.32
9/13/2022,33.490002,33.619999,32.779999,32.919998
9/14/2022,32.860001,33.029999,32.43,32.919998
9/15/2022,32.790001,33.060001,32.360001,32.610001
9/16/2022,32.240002,32.330002,31.85,32.060001
